"price","street","date"
54500,"ST MARTINS AVENUE","1995-01-03 00:00:00"
54500,"COBBS LANE","1995-01-03 00:00:00"
54625,"NORTHCOTT MOUTH ROAD","1995-01-03 00:00:00"
54950,"KING EDWARDS DRIVE","1995-01-03 00:00:00"
55000,"MINET GARDENS","1995-01-03 00:00:00"
55000,"LOWER FANT ROAD","1995-01-03 00:00:00"
55000,"ALDERLEY ROAD","1995-01-03 00:00:00"
55000,"MOSS LANE","1995-01-03 00:00:00"
55000,"LUNEDALE CLOSE","1995-01-03 00:00:00"
55000,"MIDDLE STREET","1995-01-03 00:00:00"
55000,"ROSEBANK COTTAGES","1995-01-03 00:00:00"
55000,"ENDICOTT ROAD","1995-01-03 00:00:00"
55000,"MANOR COTTAGES","1995-01-03 00:00:00"
55000,"OLD SHACKERLEY LANE","1995-01-03 00:00:00"
55000,"WILLIAM STREET","1995-01-03 00:00:00"
55250,"KENMORE ROAD","1995-01-03 00:00:00"
55500,"LEAHURST ROAD","1995-01-03 00:00:00"
55500,"BROADWAY","1995-01-03 00:00:00"
55500,"NEWBOROUGH ROAD","1995-01-03 00:00:00"
56000,"COULSTON ROAD","1995-01-03 00:00:00"
56000,"RADFORD DRIVE","1995-01-03 00:00:00"
56000,"ARDINGLY DRIVE","1995-01-03 00:00:00"
56000,"WALDORF ROAD","1995-01-03 00:00:00"
56000,"GLYN AVENUE","1995-01-03 00:00:00"
56250,"BEVERLEY ROAD NORTH","1995-01-03 00:00:00"
56500,"CRAYBURY END","1995-01-03 00:00:00"
56750,"BOURNE ROAD","1995-01-03 00:00:00"
56950,"LEVEN AVENUE","1995-01-03 00:00:00"
57000,"MOUNT PARK DRIVE","1995-01-03 00:00:00"
57000,"LEYCROFT ROAD","1995-01-03 00:00:00"
57000,"PRIORY COURT","1995-01-03 00:00:00"
57000,"DOWNS VIEW ROAD","1995-01-03 00:00:00"
57000,"KILBURN CLOSE","1995-01-03 00:00:00"
57000,"BROUGHAM ROAD","1995-01-03 00:00:00"
57000,"CHALFONT DRIVE","1995-01-03 00:00:00"
57000,"PYSONS ROAD","1995-01-03 00:00:00"
57000,"CREST AVENUE","1995-01-03 00:00:00"
57450,"WINDSOR LANE","1995-01-03 00:00:00"
57500,"LATIMER ROAD","1995-01-03 00:00:00"
57500,"PINE CLOSE","1995-01-03 00:00:00"
57500,"ALBERT STREET","1995-01-03 00:00:00"
57750,"SPEAKERS ROAD","1995-01-03 00:00:00"
57950,"ST MELLION CLOSE","1995-01-03 00:00:00"
57950,"HAYFORTH CLOSE","1995-01-03 00:00:00"
58000,"DOVEDALE COURT","1995-01-03 00:00:00"
58000,"WARREN CLOSE","1995-01-03 00:00:00"
58000,"WOODGER CLOSE","1995-01-03 00:00:00"
58000,"EXCHANGE ROAD","1995-01-03 00:00:00"
58000,"ROSLYN AVENUE","1995-01-03 00:00:00"
58000,"HYDRANGEA CLOSE","1995-01-03 00:00:00"
58000,"TALBOT ROAD","1995-01-03 00:00:00"
58000,"POPLAR AVENUE","1995-01-03 00:00:00"
58500,"WHITESTONE DRIVE","1995-01-03 00:00:00"
58500,"ST JUDES AVENUE","1995-01-03 00:00:00"
59000,"THORPE ROAD","1995-01-03 00:00:00"
59000,"HAVERSCROFT CLOSE","1995-01-03 00:00:00"
59000,"PARK ROAD","1995-01-03 00:00:00"
59000,"ICOLD ROAD","1995-01-03 00:00:00"
59000,"GLOUCESTER ROAD","1995-01-03 00:00:00"
59000,"ROMSLEY CLOSE","1995-01-03 00:00:00"
59000,"HILL VIEW ROAD","1995-01-03 00:00:00"
59250,"GRATTON DRIVE","1995-01-03 00:00:00"
59250,"BANGOR CLOSE","1995-01-03 00:00:00"
59500,"CANNING STREET","1995-01-03 00:00:00"
59500,"THE LILYPOOL","1995-01-03 00:00:00"
59500,"CHRISTIAN COURT","1995-01-03 00:00:00"
59700,"KINGSLEY ROAD","1995-01-03 00:00:00"
59750,"REDBURN CRESCENT","1995-01-03 00:00:00"
59950,"MERLIN CLOSE","1995-01-03 00:00:00"
59950,"OAKLEY CLOSE","1995-01-03 00:00:00"
59950,"FIELD END ROAD","1995-01-03 00:00:00"
59995,"CONINGTON ROAD","1995-01-03 00:00:00"
59995,"HICKLING CLOSE","1995-01-03 00:00:00"
59995,"BICKNOR ROAD","1995-01-03 00:00:00"
59995,"FRANCIS AVENUE","1995-01-03 00:00:00"
60000,"STANLEY ROAD","1995-01-03 00:00:00"
60000,"SALISBURY ROAD","1995-01-03 00:00:00"
60000,"","1995-01-03 00:00:00"
60000,"WESTHILLS DRIVE","1995-01-03 00:00:00"
60000,"GEOFFREY AVENUE","1995-01-03 00:00:00"
60000,"MARLBOROUGH ROAD","1995-01-03 00:00:00"
60000,"WILKES ROAD","1995-01-03 00:00:00"
60000,"POOLE ROAD","1995-01-03 00:00:00"
60000,"ALFOLD ROAD","1995-01-03 00:00:00"
60000,"HIGH STREET","1995-01-03 00:00:00"
60000,"BRIDGE STREET","1995-01-03 00:00:00"
60000,"HUNTINGDON CLOSE","1995-01-03 00:00:00"
60000,"EDITH VILLAS","1995-01-03 00:00:00"
60000,"BALSALL STREET","1995-01-03 00:00:00"
60000,"THE UPPER DRIVE","1995-01-03 00:00:00"
60000,"EREMUE LANE","1995-01-03 00:00:00"
61000,"TANGMERE GROVE","1995-01-03 00:00:00"
62000,"GRANGE ROAD","1995-01-03 00:00:00"
62000,"IZANE ROAD","1995-01-03 00:00:00"
62000,"MARLBOROUGH ROAD","1995-01-03 00:00:00"
62000,"ASHBURTON GARDENS","1995-01-03 00:00:00"
62000,"CHARLTON PARK","1995-01-03 00:00:00"
62700,"YEW TREE ROAD","1995-01-03 00:00:00"
63000,"CRABTREE ROAD","1995-01-03 00:00:00"
63000,"GABLE AVENUE","1995-01-03 00:00:00"
63000,"DYSON DRIVE","1995-01-03 00:00:00"
63000,"GARDEN TERRACE","1995-01-03 00:00:00"
63000,"THORNTON CLOSE","1995-01-03 00:00:00"
63000,"RAVENSDALE CRESCENT","1995-01-03 00:00:00"
63500,"CASTLE BOULEVARD","1995-01-03 00:00:00"
63500,"PARKHOUSE LANE","1995-01-03 00:00:00"
64000,"TIVERTON CLOSE","1995-01-03 00:00:00"
64000,"PARKLANDS AVENUE","1995-01-03 00:00:00"
64000,"KNIGHTCOTT PARK","1995-01-03 00:00:00"
64000,"HINDOVER ROAD","1995-01-03 00:00:00"
64000,"ST MARTINS CLOSE","1995-01-03 00:00:00"
64000,"WESTON COYNEY ROAD","1995-01-03 00:00:00"
64500,"MADELEY ROAD","1995-01-03 00:00:00"
64500,"SORRENTO GROVE","1995-01-03 00:00:00"
64500,"SWALLOW CLOSE","1995-01-03 00:00:00"
65000,"DEREK AVENUE","1995-01-03 00:00:00"
65000,"DOROTHY AVENUE","1995-01-03 00:00:00"
65000,"PRINCE EDWARD ROAD","1995-01-03 00:00:00"
65000,"STANLEY PARK","1995-01-03 00:00:00"
65000,"KINGSLAND ROAD","1995-01-03 00:00:00"
65000,"VINCENT STREET","1995-01-03 00:00:00"
65000,"WIDEACRE DRIVE","1995-01-03 00:00:00"
65000,"HOMEMEAD DRIVE","1995-01-03 00:00:00"
65000,"BEECHWOOD","1995-01-03 00:00:00"
65000,"PONTARDULAIS ROAD","1995-01-03 00:00:00"
65000,"QUAY ROAD","1995-01-03 00:00:00"
65000,"PAGET STREET","1995-01-03 00:00:00"
65000,"BARNABY CLOSE","1995-01-03 00:00:00"
65000,"ASH WAY","1995-01-03 00:00:00"
65500,"FRIARS","1995-01-03 00:00:00"
65750,"LLWYNMAWR CLOSE","1995-01-03 00:00:00"
65950,"CONSTITUTION HILL GARDENS","1995-01-03 00:00:00"
66000,"MERE CLOSE","1995-01-03 00:00:00"
66000,"KINGSHILL AVENUE","1995-01-03 00:00:00"
66000,"BIRCHWOOD","1995-01-03 00:00:00"
66250,"HYDE PARK CORNER","1995-01-03 00:00:00"
66500,"STATION ROAD","1995-01-03 00:00:00"
66500,"MALLARD CLOSE","1995-01-03 00:00:00"
66625,"HARBUT ROAD","1995-01-03 00:00:00"
67000,"CASTLE HILL","1995-01-03 00:00:00"
67000,"MENDIP GARDENS","1995-01-03 00:00:00"
67000,"QUEENS ROAD","1995-01-03 00:00:00"
67000,"GANTSHILL CRESCENT","1995-01-03 00:00:00"
67000,"ADELAIDE ROAD","1995-01-03 00:00:00"
67250,"FAIRWAY DRIVE","1995-01-03 00:00:00"
67250,"NEWPORT STREET","1995-01-03 00:00:00"
67400,"MCWILLIAM ROAD","1995-01-03 00:00:00"
67500,"WOODLANDS CLOSE","1995-01-03 00:00:00"
67950,"KEYSE CLOSE","1995-01-03 00:00:00"
68000,"DEVONPORT PLACE","1995-01-03 00:00:00"
68000,"MARLBOROUGH ROAD","1995-01-03 00:00:00"
68000,"HUNTINGDON ROAD","1995-01-03 00:00:00"
68000,"HILL ROAD","1995-01-03 00:00:00"
68500,"HEYDON ROAD","1995-01-03 00:00:00"
68500,"DOWNFIELD ROAD","1995-01-03 00:00:00"
68500,"WESTMINSTER CLOSE","1995-01-03 00:00:00"
68500,"BOWLING GREEN CLOSE","1995-01-03 00:00:00"
68800,"CROMWELL ROAD","1995-01-03 00:00:00"
69000,"OLD BROMPTON ROAD","1995-01-03 00:00:00"
69000,"BROWNING CLOSE","1995-01-03 00:00:00"
69000,"NORTH BRIDGE STREET","1995-01-03 00:00:00"
69500,"GERYLLAN","1995-01-03 00:00:00"
69500,"GLENELG ROAD","1995-01-03 00:00:00"
69500,"BAVERSTOCK ROAD","1995-01-03 00:00:00"
69500,"PENDRAGON WALK","1995-01-03 00:00:00"
69950,"JOICEY ROAD","1995-01-03 00:00:00"
69995,"WHITESMITH DRIVE","1995-01-03 00:00:00"
70000,"WHITAKER GARDENS","1995-01-03 00:00:00"
70000,"STOCKWELL ROAD","1995-01-03 00:00:00"
70000,"","1995-01-03 00:00:00"
70000,"WINSTON ROAD","1995-01-03 00:00:00"
70000,"PINEWOOD ROAD","1995-01-03 00:00:00"
70000,"WYNDHAM CRESCENT","1995-01-03 00:00:00"
70000,"BARNBY LANE","1995-01-03 00:00:00"
70000,"SOUTH AVENUE","1995-01-03 00:00:00"
70000,"TURNERS AVENUE","1995-01-03 00:00:00"
70000,"UPHILL CLOSE","1995-01-03 00:00:00"
70000,"THE CROFT","1995-01-03 00:00:00"
70000,"YARNINGALE ROAD","1995-01-03 00:00:00"
70000,"HAVEN AVENUE","1995-01-03 00:00:00"
70000,"WORDSWORTH CLOSE","1995-01-03 00:00:00"
70000,"HARTINGTON PLACE","1995-01-03 00:00:00"
70000,"BARBICAN ROAD","1995-01-03 00:00:00"
70500,"OLLERTON","1995-01-03 00:00:00"
70500,"CASTLETON","1995-01-03 00:00:00"
71000,"CWMAVON ROAD","1995-01-03 00:00:00"
71000,"DEANSFIELD CLOSE","1995-01-03 00:00:00"
71000,"LAUSANNE ROAD","1995-01-03 00:00:00"
71000,"ULLSWATER CLOSE","1995-01-03 00:00:00"
71000,"LANGDON PARK ROAD","1995-01-03 00:00:00"
71000,"MEDFIELD STREET","1995-01-03 00:00:00"
71500,"SILVERDALE","1995-01-03 00:00:00"
71500,"FARM DRIVE","1995-01-03 00:00:00"
71500,"OAKWOOD ROAD","1995-01-03 00:00:00"
72000,"EASTBOURNE ROAD","1995-01-03 00:00:00"
72000,"STREETSBROOK ROAD","1995-01-03 00:00:00"
72000,"UPTON GRANGE","1995-01-03 00:00:00"
72000,"KINGSDOWN CLOSE","1995-01-03 00:00:00"
72000,"MILL STREET","1995-01-03 00:00:00"
72500,"WAVERLEY AVENUE","1995-01-03 00:00:00"
72500,"OLD STATION YARD","1995-01-03 00:00:00"
72500,"RUDGWICK AVENUE","1995-01-03 00:00:00"
72500,"LEWINGTON MEWS","1995-01-03 00:00:00"
72500,"UPSHIRE ROAD","1995-01-03 00:00:00"
72500,"GLOUCESTER ROAD","1995-01-03 00:00:00"
73000,"WINDFIELD CLOSE","1995-01-03 00:00:00"
73000,"SPRINGFIELD","1995-01-03 00:00:00"
73500,"THE STREET","1995-01-03 00:00:00"
73500,"CEDAR DRIVE","1995-01-03 00:00:00"
74000,"HORTON AVENUE","1995-01-03 00:00:00"
74000,"WILLAND OLD VILLAGE","1995-01-03 00:00:00"
74000,"HUNTERS HILL","1995-01-03 00:00:00"
74000,"HAIG GARDENS","1995-01-03 00:00:00"
74250,"MARSTON ROAD","1995-01-03 00:00:00"
74500,"HAGLEY ROAD WEST","1995-01-03 00:00:00"
75000,"BLINCO LANE","1995-01-03 00:00:00"
75000,"VICTORIA MOUNT","1995-01-03 00:00:00"
75000,"THEODORE ROAD","1995-01-03 00:00:00"
75000,"BEAUCHAMP GARDENS","1995-01-03 00:00:00"
75000,"QUEENS ROAD","1995-01-03 00:00:00"
75000,"BIRK AVENUE","1995-01-03 00:00:00"
75000,"QUEENSWAY","1995-01-03 00:00:00"
75000,"PETERHOUSE CLOSE","1995-01-03 00:00:00"
75000,"","1995-01-03 00:00:00"
75000,"CEDAR HALL","1995-01-03 00:00:00"
75000,"ACRIS STREET","1995-01-03 00:00:00"
75000,"FARRIERS WAY","1995-01-03 00:00:00"
75000,"LINDI AVENUE","1995-01-03 00:00:00"
75000,"ORCHARD VIEW","1995-01-03 00:00:00"
75000,"SALISBURY ROAD","1995-01-03 00:00:00"
75100,"STANFORD HALL CRESCENT","1995-01-03 00:00:00"
75500,"SALISBURY CLOSE","1995-01-03 00:00:00"
76000,"","1995-01-03 00:00:00"
76000,"HALLFIELD ESTATE","1995-01-03 00:00:00"
76000,"SPRINGBOURNE COURT","1995-01-03 00:00:00"
76000,"SEAFORTH ROAD","1995-01-03 00:00:00"
76000,"MILBOROUGH CRESCENT","1995-01-03 00:00:00"
76500,"GILDERDALE COURT","1995-01-03 00:00:00"
77000,"WULFSTAN STREET","1995-01-03 00:00:00"
77000,"LEYSWOOD DRIVE","1995-01-03 00:00:00"
77005,"ASHLEIGH ROAD","1995-01-03 00:00:00"
77500,"LANGLER ROAD","1995-01-03 00:00:00"
78000,"HIGH STREET","1995-01-03 00:00:00"
78000,"THIRLMERE AVENUE","1995-01-03 00:00:00"
78000,"OLD WORKHOUSE YARD","1995-01-03 00:00:00"
78000,"MOOR LANE","1995-01-03 00:00:00"
78000,"HANMER ROAD","1995-01-03 00:00:00"
78000,"CROWN GARDENS","1995-01-03 00:00:00"
78500,"PARK LANE","1995-01-03 00:00:00"
78500,"HILLSIDE AVENUE","1995-01-03 00:00:00"
78500,"SLEAFORD STREET","1995-01-03 00:00:00"
78500,"GATESBRIDGE PARK","1995-01-03 00:00:00"
78950,"VICTORY ROAD","1995-01-03 00:00:00"
79000,"MILL ROAD","1995-01-03 00:00:00"
79500,"PORTMAN ROAD","1995-01-03 00:00:00"
79500,"TUDOR ROAD","1995-01-03 00:00:00"
79500,"","1995-01-03 00:00:00"
79950,"DANFORD LANE","1995-01-03 00:00:00"
79950,"HAMMERSMITH GROVE","1995-01-03 00:00:00"
80000,"","1995-01-03 00:00:00"
80000,"JACKROYD LANE","1995-01-03 00:00:00"
80000,"PEN Y BRYN","1995-01-03 00:00:00"
80000,"JOHNSDALE","1995-01-03 00:00:00"
80000,"MARABOUT CLOSE","1995-01-03 00:00:00"
80000,"NEWTOWN","1995-01-03 00:00:00"
80000,"","1995-01-03 00:00:00"
80500,"ST GEORGES ROAD","1995-01-03 00:00:00"
80600,"KHARTOUM ROAD","1995-01-03 00:00:00"
80600,"GREAT CAMBRIDGE ROAD","1995-01-03 00:00:00"
81000,"BOURNEMOUTH ROAD","1995-01-03 00:00:00"
82000,"CARDINAL AVENUE","1995-01-03 00:00:00"
82000,"HAMMERSTONES ROAD","1995-01-03 00:00:00"
82000,"MOUNT ROAD","1995-01-03 00:00:00"
82000,"NANSLOE CLOSE","1995-01-03 00:00:00"
82000,"COPELAND DRIVE","1995-01-03 00:00:00"
82000,"LINDEN STREET","1995-01-03 00:00:00"
82500,"LEADALE AVENUE","1995-01-03 00:00:00"
82500,"SHEFFORD CRESCENT","1995-01-03 00:00:00"
82500,"GLOVERS FIELD","1995-01-03 00:00:00"
82500,"KINGSLAND DRIVE","1995-01-03 00:00:00"
82500,"GOLF LINKS CRESCENT","1995-01-03 00:00:00"
82950,"MARSHALL ROAD","1995-01-03 00:00:00"
83000,"THE VALE","1995-01-03 00:00:00"
83500,"MANOR FIELDS","1995-01-03 00:00:00"
83950,"ALPINE CLOSE","1995-01-03 00:00:00"
83950,"PINDERS GREEN DRIVE","1995-01-03 00:00:00"
84000,"CAPTHORNE AVENUE","1995-01-03 00:00:00"
84000,"MALDON ROAD","1995-01-03 00:00:00"
84000,"BULLWELL CRESCENT","1995-01-03 00:00:00"
84000,"SWALLOW HOUSE LANE","1995-01-03 00:00:00"
84500,"CHURCH AVENUE","1995-01-03 00:00:00"
84500,"COPPERWOOD DRIVE","1995-01-03 00:00:00"
85000,"NORTH GROVE APPROACH","1995-01-03 00:00:00"
85000,"BEECHWAY","1995-01-03 00:00:00"
85000,"HOUGHTON CLOSE","1995-01-03 00:00:00"
85000,"OULTON CRESCENT","1995-01-03 00:00:00"
85000,"COLLEGE ROAD","1995-01-03 00:00:00"
85000,"MARLBOROUGH ROAD","1995-01-03 00:00:00"
85000,"BRIGHTON ROAD","1995-01-03 00:00:00"
85000,"SIXTY ACRES CLOSE","1995-01-03 00:00:00"
85000,"ROSE COTTAGES","1995-01-03 00:00:00"
85175,"THE PLIES","1995-01-03 00:00:00"
86000,"THORPE FIELD","1995-01-03 00:00:00"
86000,"QUEBEC STREET","1995-01-03 00:00:00"
86000,"SANDHILL DRIVE","1995-01-03 00:00:00"
86000,"WINNINGTON ROAD","1995-01-03 00:00:00"
86000,"KEEP HILL ROAD","1995-01-03 00:00:00"
86750,"BUTTS HILL","1995-01-03 00:00:00"
86950,"SCHOOL LANE","1995-01-03 00:00:00"
87000,"LANGLAND CLOSE","1995-01-03 00:00:00"
87000,"CANNONS CLOSE","1995-01-03 00:00:00"
87000,"FERRYMEAD AVENUE","1995-01-03 00:00:00"
87000,"PARSONSFIELD CLOSE","1995-01-03 00:00:00"
87895,"FALSTONE DRIVE","1995-01-03 00:00:00"
88000,"MARLFIELD ROAD","1995-01-03 00:00:00"
88000,"WOODFALL AVENUE","1995-01-03 00:00:00"
88000,"HYDE ABBEY ROAD","1995-01-03 00:00:00"
88700,"MIMMS HALL ROAD","1995-01-03 00:00:00"
88950,"OLD RIVER CLOSE","1995-01-03 00:00:00"
88950,"WORDSWORTH CLOSE","1995-01-03 00:00:00"
89000,"CARPENDERS AVENUE","1995-01-03 00:00:00"
89500,"RICHMOND MOUNT","1995-01-03 00:00:00"
89500,"CHURCH LANE","1995-01-03 00:00:00"
89500,"THE LONG SHOOT","1995-01-03 00:00:00"
90000,"THE MEWS","1995-01-03 00:00:00"
90000,"FIELDGATE DRIVE","1995-01-03 00:00:00"
90000,"MAIN STREET","1995-01-03 00:00:00"
90000,"HARBOUR ROAD","1995-01-03 00:00:00"
90000,"EASTVILLE","1995-01-03 00:00:00"
90950,"TEST CLOSE","1995-01-03 00:00:00"
91000,"SCARCROFT ROAD","1995-01-03 00:00:00"
91000,"ROYAL CRESCENT","1995-01-03 00:00:00"
91000,"RUTLAND ROAD","1995-01-03 00:00:00"
